id,meaning_id,example
11564,34,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11565,34,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11566,34,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11567,34,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11568,34,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11569,39,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11570,39,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11571,88,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11572,109,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11573,109,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11574,109,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11575,113,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11576,129,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11577,227,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11578,235,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11579,235,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11580,235,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11581,235,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11582,236,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11583,236,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11584,525,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11585,525,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11586,525,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11587,525,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11588,525,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11589,704,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11590,704,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11591,704,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11592,704,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11593,1017,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11594,1017,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11595,1017,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11596,1017,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11597,1017,"Никто не осмелился отправиться вязать колокольчик."
11598,1017,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11599,1019,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11600,1143,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11601,1260,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11602,1287,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11603,1313,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11604,1321,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11605,1498,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11606,1527,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11607,1616,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11608,1649,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11609,1658,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11610,1659,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11611,1669,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11612,1721,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11613,1721,"Никто не осмелился отправиться вязать колокольчик."
11614,1721,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11615,1730,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11616,1730,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11617,1766,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11618,1766,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11619,1790,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11620,1790,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11621,1920,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11622,1923,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11623,1938,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11624,1944,"Никто не осмелился отправиться вязать колокольчик."
11625,2066,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11626,2430,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11627,2541,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11628,2541,"Никто не осмелился отправиться вязать колокольчик."
11629,2541,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11630,2541,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11631,2547,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11632,23873,"Никто не осмелился отправиться вязать колокольчик."
11633,23873,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11634,23873,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11635,23873,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11636,24448,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11637,24448,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11638,26250,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11639,31921,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11640,37781,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11641,44412,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11642,45613,"Никто не осмелился отправиться вязать колокольчик."
11643,45876,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11644,48105,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11645,48105,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11646,57654,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11647,58091,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11648,70386,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11649,79974,"Никто не осмелился отправиться вязать колокольчик."
11650,90409,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11651,90468,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11652,90470,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11653,90481,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11654,90482,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11655,90482,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11656,90482,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11657,90512,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11658,90512,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11659,90563,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11660,90575,"В деревне жила довольно большая кошка, которая ела всех мышей; где найдёт – так поймает и съест."
11661,90622,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11662,90623,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11663,90788,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11664,91058,"Любая работа, если не подумать заранее, равно как для мышей повязать колокольчик."
11665,91089,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11666,91089,"У мышей денег ушло много, колокольчик остался без дела, потому что наперёд не было продумано, что у них нет того, кто бы его повязал."
11667,91169,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11668,91170,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11669,91171,"И эти мыши, которые остались, собрались все вместе и стали советоваться, что с этой кошкой делать, и самая большая мышь подумала и сказала: ""Давайте соберём деньги, купим колокольчик и повяжем его кошке на шею; когда она зазвенит колокольчиком, мы все услышим и убежим."""
11670,91173,"Деньги они собрали и купили колокольчик, но кто из них пойдёт повязывать колокольчик на шею кошке? В одиночку они не осмелятся, а если пойдут все, она, эта кошка, их съест."
11671,15,"– ""Хорошо, – говорит лиса, – понравился, да ногу сломала""."
11672,16,"– ""Ну, – сказал журавль, – сломала и сломала!"""
11673,23,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11674,31,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11675,34,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11676,34,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11677,34,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11678,34,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11679,34,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11680,34,"А журавль спустился на землю и спрашивает: ""Ну как тебе, лиса, полёт понравился?"""
11681,34,"А журавль спустился на землю и спрашивает: ""Ну как тебе, лиса, полёт понравился?"""
11682,44,"Журавль говорит: ""Садись ко мне на спину, я тебя научу!"""
11683,44,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11684,88,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11685,91,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11686,595,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11687,595,"– ""Хорошо, – говорит лиса, – понравился, да ногу сломала""."
11688,595,"– ""Ну, – сказал журавль, – сломала и сломала!"""
11689,595,"– ""Ну, – сказал журавль, – сломала и сломала!"""
11690,1070,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11691,1260,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11692,1307,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11693,1307,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11694,1307,"Журавль сказал: ""Что уж мне теперь делать, ведь у меня совсем нет еды""."
11695,1307,"Лиса сказала: ""Научи ты меня, журавль, летать, а я тебя зимой кормить буду""."
11696,1307,"Журавль говорит: ""Садись ко мне на спину, я тебя научу!"""
11697,1307,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11698,1307,"А журавль спустился на землю и спрашивает: ""Ну как тебе, лиса, полёт понравился?"""
11699,1307,"– ""Ну, – сказал журавль, – сломала и сломала!"""
11700,1321,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11701,1352,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11702,1352,"А журавль спустился на землю и спрашивает: ""Ну как тебе, лиса, полёт понравился?"""
11703,1390,"А журавль спустился на землю и спрашивает: ""Ну как тебе, лиса, полёт понравился?"""
11704,1423,"Лиса сказала: ""Научи ты меня, журавль, летать, а я тебя зимой кормить буду""."
11705,1423,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11706,1423,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11707,1423,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11708,1423,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11709,1423,"Лиса села, и журавль полетел, летел, летел, взлетел очень высоко и там бросил лису, которая упала на землю и сломала себе ногу."
11710,1423,"А журавль спустился на землю и спрашивает: ""Ну как тебе, лиса, полёт понравился?"""
11711,1547,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11712,1547,"Лиса сказала: ""Научи ты меня, журавль, летать, а я тебя зимой кормить буду""."
11713,1547,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11714,1649,"Журавль сказал: ""Что уж мне теперь делать, ведь у меня совсем нет еды""."
11715,1649,"Журавль сказал: ""Что уж мне теперь делать, ведь у меня совсем нет еды""."
11716,1656,"Журавль сказал: ""Что уж мне теперь делать, ведь у меня совсем нет еды""."
11717,1656,"Лиса сказала: ""Научи ты меня, журавль, летать, а я тебя зимой кормить буду""."
11718,1790,"Журавль сказал: ""Что уж мне теперь делать, ведь у меня совсем нет еды""."
11719,1790,"А журавль спустился на землю и спрашивает: ""Ну как тебе, лиса, полёт понравился?"""
11720,1790,"– ""Хорошо, – говорит лиса, – понравился, да ногу сломала""."
11721,1807,"Лиса сказала: ""Научи ты меня, журавль, летать, а я тебя зимой кормить буду""."
11722,1807,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11723,1807,"Журавль говорит: ""Садись ко мне на спину, я тебя научу!"""
11724,1813,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11725,1813,"– ""Ну, – сказал журавль, – сломала и сломала!"""
11726,1944,"Журавль сказал: ""Что уж мне теперь делать, ведь у меня совсем нет еды""."
11727,2011,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11728,2011,"Она и кормила его всю зиму, и настало лето: ""Ну, – говорит, – теперь учи летать!"""
11729,2381,"Журавль остался на зиму, пришла лиса, спрашивает: ""Как же ты, журавль, живёшь?"""
11730,2381,"Лиса сказала: ""Научи ты меня, журавль, летать, а я тебя зимой кормить буду""."
